,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name
2200,0.427,0.936,0,0.12,0.0011,2.17e-06,0.916,0.139,129.981,237995,4,BIGBANG
2201,0.458,0.962,6,0.164,0.00031,0.0,0.515,0.293,134.84,211728,4,BIGBANG
2202,0.546,0.892,10,0.114,0.00992,0.0,0.897,0.426,124.968,153752,4,BIGBANG
2203,0.484,0.945,1,0.113,0.0127,0.0,0.933,0.304,125.027,162513,4,BIGBANG
2204,0.48,0.935,1,0.0898,0.000547,0.0,0.379,0.239,116.074,239778,4,BIGBANG
2205,0.452,0.923,0,0.0916,0.00297,0.0,0.394,0.637,139.988,284610,4,BIGBANG
2206,0.72,0.746,0,0.107,0.152,0.0,0.276,0.587,90.026,231811,4,BIGBANG
2207,0.621,0.673,1,0.0606,0.467,0.0,0.323,0.289,143.889,279719,4,BIGBANG
2208,0.51,0.795,0,0.194,0.17,0.0,0.302,0.459,169.709,229042,4,BIGBANG
2209,0.685,0.843,0,0.0499,0.121,0.0,0.126,0.637,125.029,211984,4,BIGBANG
2210,0.648,0.681,0,0.0937,0.404,0.0,0.329,0.488,89.947,219429,4,BIGBANG
2211,0.687,0.63,0,0.0401,0.0084,0.0,0.208,0.402,140.011,169482,4,BIGBANG
2212,0.694,0.832,5,0.0598,0.0192,0.0,0.355,0.424,135.011,220238,4,BIGBANG
2213,0.649,0.827,5,0.0838,0.00676,0.0,0.916,0.456,129.963,237584,4,BIGBANG
2214,0.669,0.447,1,0.0305,0.524,0.0,0.167,0.17,141.808,264281,4,BIGBANG
2215,0.817,0.399,10,0.076,0.11,0.0,0.122,0.3,90.015,194508,4,BIGBANG
2216,0.692,0.912,1,0.297,0.0142,0.0,0.348,0.682,89.963,195579,4,BIGBANG
2217,0.72,0.758,0,0.119,0.151,0.0,0.274,0.566,90.086,231748,4,BIGBANG
2218,0.612,0.671,1,0.0585,0.461,0.0,0.269,0.27,143.852,279656,4,BIGBANG
2219,0.627,0.795,0,0.0982,0.148,0.0,0.285,0.435,85.001,228980,4,BIGBANG
2220,0.68,0.834,0,0.0479,0.106,0.0,0.0989,0.644,124.967,212893,4,BIGBANG
2221,0.638,0.686,3,0.104,0.382,0.0,0.291,0.487,90.031,220493,4,BIGBANG
2222,0.691,0.633,0,0.0384,0.00737,0.0,0.127,0.419,139.962,170440,4,BIGBANG
2223,0.696,0.845,1,0.0705,0.0187,0.0,0.31,0.43,134.969,221173,4,BIGBANG
2224,0.655,0.827,5,0.0795,0.00738,0.0,0.908,0.56,129.972,238480,4,BIGBANG
2225,0.673,0.457,1,0.0298,0.512,0.0,0.123,0.181,141.82,265120,4,BIGBANG
2226,0.815,0.407,10,0.0799,0.102,0.0,0.101,0.315,89.986,197560,4,BIGBANG
2227,0.696,0.912,4,0.214,0.0137,0.0,0.336,0.699,89.99,196547,4,BIGBANG
2228,0.456,0.981,9,0.122,0.324,1.86e-06,0.947,0.256,128.015,234013,4,BIGBANG
2229,0.504,0.974,9,0.111,0.342,0.0,0.985,0.66,90.001,215840,4,BIGBANG
2230,0.456,0.965,9,0.0668,0.0937,0.0,0.784,0.288,129.9,240040,4,BIGBANG
2231,0.277,0.891,9,0.144,0.54,0.0,0.768,0.372,74.848,250520,4,BIGBANG
2232,0.471,0.827,3,0.0454,0.459,0.0,0.95,0.692,90.236,223533,4,BIGBANG
2233,0.581,0.921,11,0.0481,0.0901,0.0,0.81,0.685,120.026,220187,4,BIGBANG
2234,0.397,0.948,0,0.118,0.123,0.0,0.961,0.425,116.609,285733,4,BIGBANG
2235,0.39,0.935,0,0.0675,0.0711,0.0,0.418,0.412,134.583,428240,4,BIGBANG
2236,0.443,0.971,8,0.196,0.0772,6.37e-06,0.969,0.571,166.343,357040,4,BIGBANG
2237,0.378,0.959,0,0.124,0.0227,0.0,0.964,0.3,132.987,348840,4,BIGBANG
2238,0.553,0.985,10,0.123,0.149,0.0,0.858,0.39,130.043,201027,4,BIGBANG
2239,0.582,0.986,8,0.105,0.076,5.61e-06,0.913,0.298,94.984,255867,4,BIGBANG
2240,0.374,0.963,7,0.405,0.0814,0.0,0.349,0.242,155.731,243000,4,BIGBANG
2241,0.48,0.601,0,0.032,0.382,0.0,0.733,0.11,143.713,293493,4,BIGBANG
2242,0.49,0.873,2,0.0474,0.0853,0.0,0.608,0.503,140.266,318413,4,BIGBANG
2243,0.568,0.554,1,0.0292,0.604,2.37e-06,0.382,0.305,141.785,292173,4,BIGBANG
2244,0.56,0.691,3,0.0329,0.265,0.0,0.383,0.21,125.978,309640,4,BIGBANG
2245,0.473,0.943,1,0.0944,0.183,0.0,0.563,0.381,135.006,252773,4,BIGBANG
2246,0.516,0.969,9,0.135,0.049,0.0,0.957,0.311,129.961,238080,4,BIGBANG
2247,0.476,0.937,5,0.0846,0.193,0.0,0.312,0.367,130.064,248813,4,BIGBANG
2248,0.347,0.967,11,0.126,0.0577,0.0,0.881,0.509,127.566,562213,4,BIGBANG
2249,0.573,0.855,6,0.0339,0.068,0.0,0.543,0.616,120.003,259960,4,BIGBANG
2250,0.555,0.958,11,0.146,0.245,0.0,0.956,0.688,127.008,218520,4,BIGBANG
2251,0.427,0.926,0,0.0625,0.014,0.0,0.916,0.367,139.891,329187,4,BIGBANG
2252,0.424,0.982,0,0.175,0.0205,2.92e-05,0.796,0.144,135.114,291892,4,BIGBANG
2253,0.438,0.96,3,0.152,0.00328,1.26e-05,0.923,0.418,131.997,240273,4,BIGBANG
2254,0.389,0.994,0,0.247,0.0273,3.15e-05,0.711,0.068,127.789,278412,4,BIGBANG
2255,0.506,0.653,6,0.0444,0.317,0.0,0.412,0.436,125.861,306740,4,BIGBANG
2256,0.447,0.878,3,0.134,0.145,0.0,0.677,0.355,89.675,245712,4,BIGBANG
2257,0.556,0.842,7,0.113,0.0842,0.0,0.644,0.324,124.927,261528,4,BIGBANG
2258,0.372,0.927,9,0.336,0.164,0.0,0.873,0.45,149.23,251017,4,BIGBANG
2259,0.424,0.597,1,0.0346,0.339,2.98e-05,0.378,0.135,141.326,309076,4,BIGBANG
2260,0.581,0.974,5,0.235,0.00869,8.11e-05,0.35,0.367,117.993,251284,4,BIGBANG
2261,0.382,0.964,0,0.193,0.00275,0.306,0.794,0.104,131.981,318685,4,BIGBANG
2262,0.44,0.956,7,0.429,0.00375,0.00618,0.88,0.195,156.0,310777,4,BIGBANG
2263,0.429,0.696,0,0.0394,0.0164,0.0,0.364,0.0973,143.846,321088,4,BIGBANG
2264,0.528,0.699,1,0.0426,0.00198,2.18e-05,0.496,0.115,89.922,208675,4,BIGBANG
2265,0.538,0.994,11,0.168,0.0271,0.000328,0.364,0.109,94.979,248415,4,BIGBANG
2266,0.435,0.993,2,0.169,0.00313,0.00537,0.376,0.193,130.188,257390,4,BIGBANG
2267,0.434,0.964,0,0.198,0.00382,0.0,0.938,0.331,130.063,243276,4,BIGBANG
2268,0.477,0.881,0,0.084,0.00177,0.0,0.177,0.466,139.963,235535,4,BIGBANG
2269,0.425,0.969,2,0.382,0.00262,2.61e-06,0.945,0.225,129.731,256723,4,BIGBANG
2270,0.471,0.984,4,0.25,0.0343,1.36e-06,0.383,0.361,89.941,225892,4,BIGBANG
2271,0.457,0.91,6,0.0655,0.000581,0.0,0.384,0.445,120.011,254955,4,BIGBANG
2272,0.371,0.967,9,0.158,0.0106,0.000236,0.404,0.348,128.025,391591,4,BIGBANG
2273,0.478,0.964,1,0.0993,0.00946,0.0,0.558,0.236,134.946,289019,4,BIGBANG
2274,0.52,0.981,3,0.251,0.022,0.0,0.919,0.252,131.991,237981,4,BIGBANG
2275,0.477,0.983,7,0.161,0.00251,2.71e-06,0.386,0.152,128.049,276225,4,BIGBANG
2276,0.42,0.619,6,0.0534,0.43,0.0,0.792,0.395,125.989,309777,4,BIGBANG
2277,0.493,0.831,8,0.159,0.131,0.0,0.971,0.2,89.877,239421,4,BIGBANG
2278,0.632,0.781,7,0.0663,0.197,6.47e-06,0.905,0.442,124.942,264011,4,BIGBANG
2279,0.514,0.911,7,0.223,0.062,0.0,0.889,0.399,74.974,272881,4,BIGBANG
2280,0.55,0.554,1,0.0358,0.172,3.41e-06,0.498,0.126,141.83,310822,4,BIGBANG
2281,0.688,0.968,5,0.11,0.00429,1.69e-06,0.702,0.464,117.941,252029,4,BIGBANG
2282,0.423,0.961,0,0.132,0.000692,0.0,0.678,0.182,132.022,321151,4,BIGBANG
2283,0.553,0.967,7,0.239,0.0273,2.33e-06,0.96,0.153,77.929,241515,4,BIGBANG
2284,0.5,0.715,0,0.0445,0.114,0.0,0.853,0.132,143.94,319483,4,BIGBANG
2285,0.647,0.742,10,0.0663,0.0063,0.0,0.171,0.186,89.962,206716,4,BIGBANG
2286,0.643,0.974,8,0.0948,0.00542,0.0,0.506,0.296,95.015,247211,4,BIGBANG
2287,0.534,0.986,2,0.127,9.7e-05,0.0445,0.315,0.184,129.874,265451,4,BIGBANG
2288,0.39,0.951,0,0.2,0.00416,0.0,0.147,0.186,131.362,338802,4,BIGBANG
2289,0.606,0.871,0,0.0702,0.0244,0.0,0.866,0.345,139.961,236716,4,BIGBANG
2290,0.514,0.967,2,0.199,0.00357,0.0,0.937,0.196,129.958,266159,4,BIGBANG
2291,0.583,0.961,9,0.182,0.0216,0.0,0.612,0.329,89.98,197904,4,BIGBANG
2292,0.611,0.979,6,0.14,0.0165,0.0,0.488,0.396,125.019,219893,4,BIGBANG
2293,0.505,0.971,1,0.115,0.0157,0.0,0.904,0.367,134.68,225584,4,BIGBANG
2294,0.478,0.964,1,0.0993,0.00946,0.0,0.558,0.236,134.946,289019,4,BIGBANG
2295,0.52,0.981,3,0.251,0.022,0.0,0.919,0.252,131.991,237981,4,BIGBANG
2296,0.477,0.984,7,0.16,0.00266,2.68e-06,0.386,0.146,128.076,276225,4,BIGBANG
2297,0.585,0.616,6,0.0432,0.423,0.0,0.79,0.427,126.03,309777,4,BIGBANG
2298,0.483,0.831,8,0.178,0.133,0.0,0.969,0.19,89.817,239421,4,BIGBANG
2299,0.632,0.777,7,0.0651,0.201,8.37e-06,0.906,0.399,124.968,264011,4,BIGBANG
2300,0.489,0.91,7,0.234,0.0618,0.0,0.888,0.397,75.075,272881,4,BIGBANG
2301,0.547,0.558,1,0.0342,0.18,4.53e-06,0.49,0.133,141.803,310822,4,BIGBANG
2302,0.687,0.968,5,0.12,0.00403,1.5e-06,0.615,0.445,117.936,252029,4,BIGBANG
2303,0.445,0.957,0,0.104,0.000669,0.0,0.674,0.189,132.0,321151,4,BIGBANG
2304,0.544,0.969,7,0.318,0.03,3.35e-06,0.96,0.147,78.08,241515,4,BIGBANG
2305,0.499,0.714,0,0.0442,0.121,0.0,0.852,0.118,143.918,319483,4,BIGBANG
2306,0.648,0.74,10,0.0655,0.00585,0.0,0.174,0.192,89.998,206716,4,BIGBANG
2307,0.572,0.974,8,0.165,0.00573,0.0,0.506,0.29,94.975,247211,4,BIGBANG
2308,0.533,0.985,2,0.127,0.000102,0.0459,0.315,0.191,129.862,265451,4,BIGBANG
2309,0.379,0.95,0,0.202,0.00424,0.0,0.147,0.182,131.68,338802,4,BIGBANG
2310,0.61,0.871,0,0.0699,0.024,0.0,0.866,0.361,139.962,236716,4,BIGBANG
2311,0.512,0.969,0,0.204,0.00316,0.0,0.938,0.198,129.948,266159,4,BIGBANG
2312,0.582,0.961,9,0.183,0.0211,0.0,0.612,0.312,89.986,197904,4,BIGBANG
2313,0.615,0.979,6,0.135,0.0165,0.0,0.49,0.413,125.025,219893,4,BIGBANG
2314,0.508,0.97,1,0.112,0.0162,0.0,0.904,0.374,134.869,225584,4,BIGBANG
2315,0.475,0.964,0,0.123,0.0715,0.0,0.986,0.247,135.009,289733,4,BIGBANG
2316,0.465,0.961,3,0.171,0.00849,0.0,0.954,0.321,131.895,237200,4,BIGBANG
2317,0.461,0.976,0,0.104,0.00919,1.39e-06,0.397,0.201,127.938,277520,4,BIGBANG
2318,0.578,0.563,6,0.0357,0.513,0.0,0.35,0.418,125.966,309187,4,BIGBANG
2319,0.402,0.787,0,0.0574,0.057,0.0,0.94,0.387,89.309,240933,4,BIGBANG
2320,0.593,0.786,7,0.0784,0.217,0.0,0.97,0.251,124.982,264960,4,BIGBANG
2321,0.422,0.867,9,0.142,0.293,0.0,0.65,0.432,73.973,279560,4,BIGBANG
2322,0.409,0.493,1,0.029,0.241,5.78e-06,0.394,0.171,141.423,314253,4,BIGBANG
2323,0.662,0.959,5,0.0828,0.0131,0.0,0.93,0.601,117.998,253467,4,BIGBANG
2324,0.437,0.943,0,0.076,0.00138,0.127,0.914,0.163,131.9,316333,4,BIGBANG
2325,0.48,0.973,7,0.481,0.03,0.0,0.374,0.28,156.085,257227,4,BIGBANG
2326,0.455,0.697,0,0.0495,0.164,0.0,0.929,0.136,143.721,323920,4,BIGBANG
2327,0.585,0.709,10,0.0384,0.0093,0.0,0.846,0.11,89.996,207680,4,BIGBANG
2328,0.393,0.99,8,0.317,0.0449,2.71e-05,0.967,0.171,189.932,247053,4,BIGBANG
2329,0.501,0.992,2,0.149,0.0066,0.00113,0.337,0.279,130.041,255747,4,BIGBANG
2330,0.498,0.929,5,0.0996,0.00415,0.0,0.913,0.342,130.027,245707,4,BIGBANG
2331,0.532,0.878,0,0.0678,0.00902,0.0,0.861,0.497,139.968,188560,4,BIGBANG
2332,0.452,0.978,7,0.238,0.00945,0.0,0.922,0.291,129.91,258973,4,BIGBANG
2333,0.553,0.953,9,0.146,0.0228,0.0,0.966,0.616,90.002,200587,4,BIGBANG
2334,0.544,0.823,6,0.0322,0.000667,9.17e-06,0.887,0.351,120.028,256920,4,BIGBANG
2335,0.42,0.963,9,0.0944,0.00311,6.28e-06,0.372,0.461,128.003,362093,4,BIGBANG
2336,0.463,0.959,2,0.271,0.00214,0.0,0.516,0.135,130.283,233813,4,BIGBANG
2337,0.432,0.959,3,0.149,0.0245,0.0,0.923,0.211,132.07,240947,4,BIGBANG
2338,0.422,0.964,7,0.132,0.00429,0.0,0.911,0.114,127.947,274307,4,BIGBANG
2339,0.582,0.698,3,0.0495,0.587,0.0,0.594,0.395,125.976,306560,4,BIGBANG
2340,0.668,0.955,10,0.232,0.0523,0.0,0.793,0.199,105.877,244320,4,BIGBANG
2341,0.576,0.979,11,0.226,0.133,0.0,0.969,0.208,126.927,234200,4,BIGBANG
2342,0.408,0.88,8,0.144,0.0858,0.0,0.802,0.393,88.644,238733,4,BIGBANG
2343,0.52,0.828,0,0.0777,0.249,0.0,0.684,0.273,124.798,299880,4,BIGBANG
2344,0.423,0.956,7,0.261,0.114,0.0,0.935,0.216,149.502,248680,4,BIGBANG
2345,0.624,0.908,5,0.0759,0.291,0.0,0.968,0.584,106.067,228867,4,BIGBANG
2346,0.528,0.927,3,0.182,0.191,0.0,0.536,0.117,125.178,238147,4,BIGBANG
2347,0.64,0.975,10,0.228,0.0511,0.0,0.945,0.114,117.937,228973,4,BIGBANG
2348,0.594,0.963,11,0.205,0.0462,0.0,0.949,0.147,113.059,231800,4,BIGBANG
2349,0.357,0.963,0,0.203,0.00776,1.01e-05,0.69,0.0501,132.118,315613,4,BIGBANG
2350,0.407,0.974,7,0.391,0.051,0.0,0.933,0.0936,155.675,229920,4,BIGBANG
2351,0.392,0.821,0,0.0737,0.149,0.0,0.914,0.152,143.843,335947,4,BIGBANG
2352,0.588,0.974,10,0.187,0.0273,8.43e-05,0.773,0.185,94.936,299027,4,BIGBANG
2353,0.428,0.962,11,0.103,0.00125,0.0115,0.929,0.158,129.865,294813,4,BIGBANG
2354,0.562,0.874,0,0.0739,0.00107,0.0,0.958,0.365,140.024,188453,4,BIGBANG
2355,0.508,0.977,9,0.25,0.0183,0.0,0.701,0.106,134.976,316453,4,BIGBANG
2356,0.499,0.971,9,0.189,0.161,0.0,0.739,0.0631,130.004,237640,4,BIGBANG
2357,0.511,0.974,0,0.191,0.0694,0.0,0.366,0.138,128.031,295560,4,BIGBANG
2358,0.62,0.739,0,0.0516,0.392,0.0,0.188,0.495,89.932,221133,4,BIGBANG
2359,0.633,0.857,1,0.0412,0.00983,0.0,0.331,0.489,135.013,222213,4,BIGBANG
2360,0.67,0.45,1,0.0291,0.485,0.0,0.127,0.226,141.718,267920,4,BIGBANG
2361,0.645,0.686,3,0.108,0.379,0.0,0.303,0.487,89.929,220493,4,BIGBANG
2362,0.691,0.632,0,0.0385,0.00764,0.0,0.129,0.417,139.942,170440,4,BIGBANG
2363,0.696,0.844,1,0.0703,0.0193,0.0,0.315,0.441,134.964,221173,4,BIGBANG
2364,0.696,0.911,4,0.214,0.0137,0.0,0.337,0.699,89.991,196547,4,BIGBANG
2365,0.673,0.457,1,0.0297,0.508,0.0,0.121,0.186,141.817,265120,4,BIGBANG
2366,0.655,0.828,5,0.0806,0.00712,0.0,0.91,0.532,129.992,238480,4,BIGBANG
2367,0.681,0.836,0,0.0477,0.109,0.0,0.0988,0.649,124.966,212893,4,BIGBANG
2368,0.818,0.408,10,0.0796,0.103,0.0,0.101,0.325,89.997,197560,4,BIGBANG
2369,0.451,0.944,2,0.131,0.0101,0.0,0.553,0.253,129.991,232766,4,BIGBANG
2370,0.479,0.935,3,0.104,0.0106,0.0,0.959,0.384,131.984,241074,4,BIGBANG
2371,0.476,0.909,0,0.0592,0.014,0.0,0.875,0.394,128.001,266433,4,BIGBANG
2372,0.554,0.443,7,0.0303,0.676,0.0,0.905,0.459,124.78,260293,4,BIGBANG
2373,0.543,0.698,3,0.0451,0.241,0.0,0.392,0.363,125.929,277310,4,BIGBANG
2374,0.614,0.863,7,0.0488,0.0874,0.0,0.375,0.883,114.894,136103,4,BIGBANG
2375,0.561,0.947,11,0.0627,0.253,0.0,0.69,0.412,96.966,219252,4,BIGBANG
2376,0.523,0.959,6,0.105,0.0306,0.0,0.446,0.383,129.951,215916,4,BIGBANG
2377,0.346,0.88,7,0.114,0.378,0.0,0.694,0.486,73.965,251785,4,BIGBANG
2378,0.622,0.895,5,0.0497,0.298,0.0,0.375,0.674,105.972,225425,4,BIGBANG
2379,0.529,0.84,3,0.079,0.296,0.0,0.774,0.237,125.084,240941,4,BIGBANG
2380,0.435,0.705,2,0.0478,0.0286,0.0,0.383,0.234,122.98,276309,4,BIGBANG
2381,0.599,0.894,11,0.0537,0.0117,0.0,0.514,0.192,94.977,248615,4,BIGBANG
2382,0.48,0.936,9,0.156,0.047,0.0,0.904,0.365,130.025,237771,4,BIGBANG
2383,0.547,0.928,11,0.155,0.0485,0.0,0.373,0.45,126.992,217584,4,BIGBANG
2384,0.519,0.915,9,0.108,0.067,0.0,0.808,0.499,128.019,293727,4,BIGBANG
2385,0.503,0.961,9,0.2,0.011,0.0,0.538,0.333,135.01,458291,4,BIGBANG
2386,0.737,0.94,6,0.141,0.0609,0.0,0.115,0.837,135.009,233400,4,BIGBANG
2387,0.667,0.785,5,0.0242,7.99e-05,0.0,0.0321,0.333,116.006,235667,4,BIGBANG
2388,0.681,0.893,3,0.0485,0.0394,0.0,0.541,0.327,129.985,221653,4,BIGBANG
2389,0.596,0.852,0,0.0389,0.0575,0.0,0.0928,0.479,128.014,234320,4,BIGBANG
2390,0.725,0.831,11,0.0719,0.0046,0.0,0.0333,0.48,130.022,231627,4,BIGBANG
2391,0.585,0.727,7,0.0774,0.0385,0.0,0.0592,0.441,124.931,234240,4,BIGBANG
2392,0.81,0.759,7,0.154,0.0518,0.0,0.147,0.602,126.986,215720,4,BIGBANG
2393,0.593,0.744,9,0.0891,0.0199,0.0,0.0813,0.4,74.964,238933,4,BIGBANG
2394,0.793,0.77,10,0.0358,0.0296,0.0,0.202,0.923,121.007,205960,4,BIGBANG
2395,0.635,0.808,0,0.0533,0.0148,0.0,0.385,0.371,127.973,234067,4,BIGBANG
2396,0.676,0.695,9,0.044,0.00216,0.0,0.663,0.653,129.999,196907,4,BIGBANG
2397,0.701,0.838,5,0.0454,0.00101,0.0,0.0515,0.589,129.982,188627,4,BIGBANG
2398,0.747,0.479,4,0.0621,0.576,0.0,0.177,0.712,119.852,201453,4,BIGBANG
2399,0.666,0.902,2,0.0997,0.0013,0.0,0.0649,0.849,130.084,226920,4,BIGBANG
2400,0.749,0.715,1,0.213,0.141,0.0,0.259,0.744,89.948,203373,4,BIGBANG
2401,0.807,0.647,5,0.169,0.00792,2.81e-06,0.0978,0.354,176.065,214907,4,BIGBANG
2402,0.646,0.921,7,0.0863,0.0282,1.58e-06,0.325,0.595,156.113,216427,4,BIGBANG
2403,0.641,0.528,0,0.0369,0.604,0.0,0.0786,0.241,143.788,233000,4,BIGBANG
2404,0.574,0.859,1,0.0427,0.0702,0.0,0.166,0.41,140.941,229520,4,BIGBANG
2405,0.508,0.831,7,0.0372,0.013,0.0,0.0839,0.364,173.986,194507,4,BIGBANG
2406,0.636,0.909,0,0.0388,0.00627,3.98e-06,0.108,0.39,131.973,224933,4,BIGBANG
2407,0.533,0.731,4,0.0253,0.38,0.0,0.177,0.325,88.011,300027,4,BIGBANG
2408,0.642,0.853,3,0.0336,0.00286,0.0,0.364,0.444,124.92,210827,4,BIGBANG
2409,0.712,0.943,5,0.0512,0.013,0.0,0.106,0.489,128.003,218720,4,BIGBANG
2410,0.756,0.691,10,0.0482,0.143,0.0,0.233,0.788,128.059,215640,4,BIGBANG
2411,0.912,0.743,5,0.114,0.0341,0.0,0.119,0.842,117.983,226453,4,BIGBANG
2412,0.767,0.766,2,0.0409,0.156,0.0,0.0864,0.728,140.005,238680,4,BIGBANG
2413,0.707,0.632,0,0.0409,0.0412,0.0,0.118,0.571,123.993,244653,4,BIGBANG
2414,0.832,0.741,10,0.21,0.0292,0.0,0.115,0.764,101.0,183147,4,BIGBANG
2415,0.905,0.608,11,0.115,0.0283,0.0,0.197,0.837,102.004,206200,4,BIGBANG
2416,0.779,0.772,1,0.0411,0.026,0.0,0.0569,0.854,102.002,179827,4,BIGBANG
2417,0.824,0.796,11,0.174,0.00974,0.0,0.0874,0.602,102.984,211720,4,BIGBANG
2418,0.858,0.928,11,0.123,0.0781,0.0,0.25,0.934,129.918,194027,4,BIGBANG
2419,0.737,0.91,4,0.0558,0.0428,0.0,0.117,0.899,114.982,226613,4,BIGBANG
2420,0.784,0.85,6,0.0601,0.175,0.0,0.85,0.71,125.008,230987,4,BIGBANG
2421,0.703,0.776,1,0.0235,0.000184,0.0,0.0255,0.355,116.007,235187,4,BIGBANG
2422,0.704,0.939,9,0.161,0.0452,0.0,0.0894,0.839,134.99,233907,4,BIGBANG
2423,0.829,0.756,9,0.05,0.0758,4.05e-05,0.0942,0.858,123.011,220253,4,BIGBANG
2424,0.811,0.901,8,0.061,0.0574,0.0,0.0435,0.732,103.002,204867,4,BIGBANG
2425,0.892,0.673,7,0.0681,0.00973,0.0,0.0909,0.966,115.012,200227,4,BIGBANG
2426,0.749,0.874,8,0.0539,0.0845,0.0,0.116,0.593,124.991,207147,4,BIGBANG
2427,0.61,0.806,6,0.181,0.00633,0.0,0.0365,0.371,94.883,196493,4,BIGBANG
2428,0.835,0.877,0,0.0428,0.0542,0.0,0.329,0.923,119.967,191040,4,BIGBANG
2429,0.579,0.909,6,0.0673,0.558,0.0,0.34,0.542,125.977,294160,4,BIGBANG
2430,0.562,0.733,7,0.0755,0.528,0.0,0.763,0.267,124.767,246293,4,BIGBANG
2431,0.527,0.95,9,0.161,0.291,0.0,0.827,0.477,74.998,233120,4,BIGBANG
2432,0.601,0.965,9,0.122,0.124,0.0,0.941,0.283,130.005,236213,4,BIGBANG
2433,0.434,0.91,10,0.0776,0.128,0.0,0.406,0.606,127.985,314520,4,BIGBANG
2434,0.54,0.93,0,0.0914,0.0589,0.0,0.595,0.335,132.086,252613,4,BIGBANG
2435,0.638,0.806,0,0.048,0.554,0.0,0.543,0.726,124.043,245133,4,BIGBANG
2436,0.464,0.926,3,0.0743,0.0641,0.0,0.339,0.502,140.96,227320,4,BIGBANG
2437,0.624,0.966,2,0.109,0.00424,0.0,0.0729,0.657,130.098,252280,4,BIGBANG
2438,0.543,0.967,8,0.23,0.264,0.0,0.875,0.474,156.067,206707,4,BIGBANG
2439,0.584,0.947,3,0.0955,0.237,0.0,0.797,0.24,129.942,221027,4,BIGBANG
2440,0.627,0.964,7,0.174,0.307,0.0,0.338,0.564,127.058,216107,4,BIGBANG
2441,0.614,0.976,6,0.231,0.0973,0.0,0.0539,0.458,134.987,240133,4,BIGBANG
2442,0.607,0.971,9,0.143,0.0199,0.0,0.676,0.416,129.948,235880,4,BIGBANG
2443,0.65,0.906,6,0.0972,0.612,0.0,0.93,0.517,125.067,220360,4,BIGBANG
2444,0.57,0.97,9,0.128,0.0882,0.0,0.52,0.375,128.054,320573,4,BIGBANG
2445,0.557,0.699,7,0.043,0.0194,0.000129,0.818,0.324,124.945,243640,4,BIGBANG
2446,0.413,0.882,9,0.0942,0.0075,1.55e-06,0.71,0.444,149.924,239760,4,BIGBANG
2447,0.429,0.912,10,0.0941,0.00268,0.00112,0.664,0.426,127.994,333600,4,BIGBANG
2448,0.571,0.943,2,0.0637,0.000244,0.0,0.949,0.619,127.991,184080,4,BIGBANG
2449,0.524,0.911,0,0.0774,0.00204,0.0219,0.82,0.317,131.92,254187,4,BIGBANG
2450,0.414,0.958,5,0.343,0.00164,0.333,0.485,0.416,165.045,436493,4,BIGBANG
2451,0.528,0.884,2,0.0509,0.00144,0.00101,0.325,0.391,123.081,241733,4,BIGBANG
2452,0.444,0.95,1,0.219,0.0112,1.28e-05,0.451,0.472,114.971,273280,4,BIGBANG
2453,0.366,0.824,9,0.0627,0.00452,1.08e-06,0.423,0.439,137.059,292947,4,BIGBANG
2454,0.463,0.876,1,0.0596,0.00187,0.00591,0.957,0.306,141.071,234187,4,BIGBANG
2455,0.543,0.986,6,0.359,0.00326,0.104,0.859,0.147,131.862,228000,4,BIGBANG
2456,0.557,0.974,2,0.121,0.000459,0.00251,0.334,0.404,130.047,290827,4,BIGBANG
2457,0.652,0.75,1,0.0925,0.00946,0.0,0.589,0.47,88.01,179387,4,BIGBANG
2458,0.5,0.958,7,0.392,0.00186,7.41e-05,0.638,0.244,156.064,230893,4,BIGBANG
2459,0.567,0.982,11,0.305,0.012,0.000178,0.519,0.357,127.088,215707,4,BIGBANG
2460,0.562,0.961,1,0.12,0.00201,0.0,0.352,0.574,135.009,239173,4,BIGBANG
2461,0.524,0.973,2,0.208,0.000175,7.38e-05,0.756,0.229,129.978,241613,4,BIGBANG
2462,0.597,0.887,3,0.0917,0.112,0.0,0.234,0.532,125.001,220053,4,BIGBANG
2463,0.637,0.979,5,0.176,0.00167,7.57e-05,0.778,0.628,125.012,207573,4,BIGBANG
2464,0.906,0.612,11,0.103,0.0296,0.0,0.251,0.848,101.979,205401,4,BIGBANG
2465,0.836,0.736,10,0.239,0.0306,0.0,0.12,0.74,100.98,183933,4,BIGBANG
2466,0.774,0.767,2,0.0415,0.16,0.0,0.0423,0.714,140.007,238293,4,BIGBANG
2467,0.704,0.63,0,0.0386,0.0458,0.0,0.151,0.576,124.029,242747,4,BIGBANG
2468,0.777,0.767,1,0.0403,0.0226,0.0,0.0544,0.858,101.985,179587,4,BIGBANG
2469,0.796,0.862,9,0.0394,0.0101,0.0,0.0921,0.861,99.977,210521,4,BIGBANG
2470,0.854,0.927,11,0.114,0.0717,0.0,0.118,0.944,129.918,194280,4,BIGBANG
2471,0.698,0.784,5,0.0237,0.000169,0.0,0.0496,0.348,116.042,233320,4,BIGBANG
2472,0.834,0.946,7,0.0406,0.0267,0.0,0.0978,0.687,114.983,217600,4,BIGBANG
2473,0.826,0.751,9,0.0486,0.0669,6.77e-05,0.0826,0.834,122.992,219720,4,BIGBANG
